"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT08","WT11","WT14","WT16","WT18"
"USC00047916","SANTA CRUZ, CA US","1948-11-03","0.49","69","54","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-04","0.00","72","43","71",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-05","0.00","73","37","68",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-06","0.00","70","40","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-07","0.00","73","39","71",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-08","0.00","76","45","72",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-09","0.00","75","34","73",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-10","0.00","73","34","69",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-11","0.00","77","35","75",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-12","0.00","77","41","75",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-13","0.00","77","36","72",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-14","0.00","72","33","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-15","0.00","73","44","71",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-16","0.00","71","38","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-17","0.12","64","35","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-18","0.00","67","36","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-19","0.00","63","36","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-20","0.00","65","40","65",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-21","0.00","65","37","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-22","0.00","67","35","64",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-23","0.00","70","36","65",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-24","0.00","65","39","52","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-25","0.00","61","32","59","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-26","0.00","60","34","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-27","0.00","60","31","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-28","0.00","63","28","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-29","0.00","66","34","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-11-30","0.00","62","32","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-01","0.00","64","36","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-02","0.00","63","32","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-03","0.55","61","41","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-04","0.00","55","28","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-05","3.25","52","37","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-06","0.00","59","33","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-07","0.05","57","36","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-08","0.08","60","37","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-09","0.00","62","35","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-10","0.00","60","37","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-11","0.00","61","39","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-12","0.07","54","36","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-13","0.53","55","42","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-14","0.23","54","36","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-15","0.00","50","28","47",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-16","0.53","49","31","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-17","0.65","53","33","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-18","0.00","59","33","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-19","0.00","58","30","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-20","0.00","59","29","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-21","0.00","56","37","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-22","0.00","54","26","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-23","0.00","52","27","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-24","0.00","54","27","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-25","0.29","52","33","46",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-26","3.44","50","45","47",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-27","0.81","56","45","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-28","0.00","58","33","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-29","0.00","57","30","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-30","0.00","54","33","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1948-12-31","0.01","57","37","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-01","0.58","53","39","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-02","0.00","54","31","46",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-03","0.00","48","31","43",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-04","0.00","52","26","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-05","0.00","54","22","46",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-06","0.00","61","25","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-07","0.00","60","29","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-08","0.00","54","33","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-09","0.00","48","28","39",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-10","0.00","46","27","40",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-11","0.00","47","24","43",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-12","0.00","53","26","46",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-13","0.00","49","23","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-14","0.00","57","33","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-15","0.00","58","29","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-16","0.00","58","42","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-17","0.00","55","28","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-18","0.00","55","31","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-19","2.38","61","41","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-20","0.01","51","36","48",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-01-21","0.13","55","35","45",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-22","0.90","51","36","42",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-23","0.23","49","28","44",,,,"    1",,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-24","0.00","46","30","43",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-25","0.00","49","27","46",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-26","0.00","51","24","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-27","0.00","54","27","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-28","0.00","60","28","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-29","0.00","58","27","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-30","0.00","56","27","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-01-31","0.00","55","29","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-01","0.02","53","28","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-07","1.09","52","40","47",,"    1",,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-08","0.00","52","29","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-09","0.00","58","34","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-10","0.00","54","34","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-11","0.41","52","41","45",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-12","0.00","50","28","46",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-13","0.00","50","25","46",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-14","0.00","54","24","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-15","0.00","56","29","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-16","0.00","63","34","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-17","0.00","63","35","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-18","0.00","64","31","55","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-19","0.00","57","31","49","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-20","0.07","53","45","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-21","0.00","62","48","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-22","0.21","58","50","54",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-02-23","0.00","55","44","52","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-24","1.16","59","49","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-25","0.00","60","47","53","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-26","0.85","54","47","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-02-27","0.02","58","43","56",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-02-28","0.00","56","43","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-01","0.05","59","48","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-02","1.48","54","48","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-03","1.27","55","46","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-04","0.00","59","39","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-05","0.84","57","45","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-06","0.02","59","40","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-07","0.03","57","37","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-08","0.00","58","38","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-09","0.48","55","45","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-10","1.35","57","48","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-11","0.50","53","45","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-12","0.42","59","49","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-13","0.00","65","38","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-14","0.00","60","37","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-15","0.00","60","42","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-16","0.03","62","52","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-17","0.00","62","44","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-18","0.00","60","42","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-19","1.27","62","51","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-20","0.02","62","42","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-21","0.00","64","40","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-22","0.23","58","41","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-23","0.12","58","37","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-24","0.08","62","39","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-25","0.00","62","38","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-26","0.00","65","43","61",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-27","0.00","66","41","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-28","0.00","63","42","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-29","0.00","69","40","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-30","0.00","62","41","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-03-31","0.00","70","40","64","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-01","0.00","66","36","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-02","0.00","64","43","60","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-03","0.00","70","37","67",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-04","0.00","75","41","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-05","0.00","74","43","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-06","0.00","73","45","68",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-07","0.00","70","42","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-08","0.00","63","42","61",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-09","0.00","76","38","65","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-10","0.00","82","40","60","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-11","0.00","72","40","53","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-12","0.00","63","49","59","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-13","0.00","62","37","58","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-14","0.00","60","50","55","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-15","0.00","64","47","57","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-16","0.00","73","40","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-17","0.00","68","51","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-18","0.00","67","44","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-19","0.00","71","44","59","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-20","0.00","83","41","73","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-21","0.00","80","44","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-22","0.00","77","44","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-23","0.00","77","44","68","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-24","0.00","73","41","62","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-25","0.00","72","36","66",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-26","0.00","69","38","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-27","0.00","72","37","61","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-28","0.02","68","40","62",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-04-29","0.00","67","40","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-04-30","0.00","73","38","71",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-01","0.00","73","42","64",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-02","0.00","68","50","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-03","0.00","70","38","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-04","0.00","72","35","70",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-05","0.00","85","37","82",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-06","0.00","85","43","77",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-07","0.00","77","48","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-08","0.03","67","48","64",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-05-09","0.00","69","47","65",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-10","0.00","68","45","61",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-11","0.00","64","51","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-12","0.00","61","52","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-13","0.00","59","52","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-14","0.18","59","52","56",,"    1",,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-15","0.02","60","50","59",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-05-16","0.01","62","51","56",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-05-17","0.00","65","50","55",,,,,,"    1",,,
"USC00047916","SANTA CRUZ, CA US","1949-05-18","0.08","60","49","53",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-05-19","0.04","66","47","58",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-05-20","0.00","69","41","66",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-21","0.00","85","41","78",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-22","0.00","78","41","64",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-23","0.00","87","44","81",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-24","0.00","94","45","66",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-25","0.00","74","46","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-26","0.00","69","50","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-27","0.00","70","41","66",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-28","0.00","73","45","65",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-29","0.00","68","51","65",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-30","0.00","67","41","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-05-31","0.00","74","49","71",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-01","0.00","75","45","71",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-02","0.00","89","43","76",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-03","0.00","93","48","88",,,,,,"    1",,,
"USC00047916","SANTA CRUZ, CA US","1949-06-04","0.00","88","51","70",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-05","0.00","78","46","65",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-06","0.00","69","54","62","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-07","0.00","68","55","60","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-08","0.00","66","54","64","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-09","0.00","80","42","68",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-10","0.00","76","45","69","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-11","0.00","73","50","68","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-12","0.00","71","51","64","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-13","0.00","68","47","61","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-14","0.00","67","56","60","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-15","0.00","69","54","66","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-16","0.00","66","52","60","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-17","0.00","66","41","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-18","0.00","68","51","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-19","0.00","74","53","71",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-20","0.00","79","49","69",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-21","0.00","71","55","65",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-22","0.00","74","45","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-23","0.00","73","51","67","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-24","0.00","70","50","63","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-25","0.00","67","50","63","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-26","0.00","75","47","70","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-27","0.00","72","43","64","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-28","0.00","76","40","66",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-29","0.00","74","40","69",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-06-30","0.00","75","41","67","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-01","0.00","73","43","62","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-02","0.00","72","44","65","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-03","0.00","68","49","65","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-04","0.00","73","45","70",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-05","0.00","75","46","70",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-06","0.00","72","42","67","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-07","0.00","68","43","64","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-08","0.00","66","47","62","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-09","0.00","72","47","65","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-10","0.00","67","51","61","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-11","0.00","68","49","59","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-12","0.02","67","52","60",,,,,,,"    1",,
"USC00047916","SANTA CRUZ, CA US","1949-07-13","0.00","67","54","64","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-14","0.00","74","52","68","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-15","0.00","78","49","67","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-16","0.00","70","50","63","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-17","0.00","73","50","65","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-18","0.00","71","53","68","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-19","0.00","76","43","70","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-20","0.00","70","44","60","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-21","0.00","66","53","62","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-22","0.00","68","53","65","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-23","0.00","72","53","67","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-24","0.00","77","54","73","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-25","0.00","75","48","61","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-26","0.00","65","53","63","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-27","0.01","65","54","58","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-28","0.00","67","55","63","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-29","0.00","67","56","63","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-30","0.00","69","55","62",,"    1",,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-07-31","0.00","82","57","75",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-01","0.00","82","51","69",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-02","0.00","80","49","69",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-03","0.00","75","47","69","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-04","0.00","75","45","70","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-05","0.00","74","52","71","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-06","0.00","83","45","78","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-07","0.00","79","48","75","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-08","0.00","75","46","59","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-09","0.00","62","53","60","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-10","0.00","63","55","59","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-11","0.00","69","54","66","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-12","0.00","80","51","74","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-13","0.00","74","49","65","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-14","0.00","70","51","65","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-15","0.00","78","45","70","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-16","0.00","73","44","70","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-17","0.00","77","44","70","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-18","0.00","79","44","71","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-19","0.00","76","45","69","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-20","0.00","78","43","73",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-21","0.00","80","46","66","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-22","0.00","74","44","68","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-23","0.00","75","44","71","    1",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-24","0.00","84","45","76",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1949-08-25","0.00","77","48","59","    1",,,,,,,,
