"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT08","WT11","WT14","WT16","WT18"
"USC00047916","SANTA CRUZ, CA US","1923-01-11","0.00","59","30","45",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-12","0.00","59","31","45",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-13","0.00","60","30","45",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-14","0.00","62","33","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-15","0.00","66","35","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-16","0.40","60","38","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-17","0.00","62","50","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-18","0.00","66","37","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-19","0.00","57","47","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-20","0.00","59","35","47",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-21","0.00","58","38","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-22","0.95","53","43","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-23","0.90","53","45","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-24","1.55","56","44","47",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-25","0.00","57","33","45",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-26","0.00","58","32","45",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-27","0.35","55","32","44",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-28","0.30","56","36","46",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-29","0.00","51","35","43",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-30","0.00","51","31","41",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-01-31","0.00","52","29",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-01",,"54","30","42",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-02",,"58","27","43",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-03",,"56","31","44",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-04",,"65","30","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-05",,"62","32","47",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-06",,"68","32","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-07",,"64","34","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-08",,"56","37","47",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-09",,"53","29","41",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-10","1.45","49","29","39",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-11",,"55","39","47",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-12",,"59","37","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-13",,"57","35","46",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-14",,"64","33","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-15",,"66","36","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-16",,"66","41","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-17",,"73","36","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-18",,"76","42","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-19",,"66","50","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-20",,"62","40","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-21",,"60","46","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-22",,"55","50","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-23",,"65","48","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-24",,"57","46","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-25",,"68","42","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-26",,"75","45","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-27",,"73","44","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-02-28",,"66","38","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-01",,"64","41","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-02",,"55","47","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-03",,"55","50","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-04",,"61","42","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-05",,"62","31","47",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-06",,"67","37","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-07",,"68","38","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-08",,"65","40","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-09",,"58","36","47",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-10",,"68","29","49",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-11",,"71","35","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-12",,"67","32","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-13",,"66","42","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-14",,"68","35","52",,,,,,"    1",,,
"USC00047916","SANTA CRUZ, CA US","1923-03-15",,"68","33","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-16",,"68","34","51",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-17",,"72","40","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-18",,"80","38","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-19",,"73","41","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-20",,"70","40","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-21",,,"41","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-22",,,"36","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-23",,,"48","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-24",,,"36","58",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-25",,,"40","68",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-26",,,"41","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-27",,,"41","62",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-28",,,"42","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-29",,,"39","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-30",,,"37","50",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-03-31",,,"49","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-01","0.50","60","51","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-02","0.70","56","50","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-03","0.00","60","36","48",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-04","3.75","55","49","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-05","0.30","60","53","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-06","0.10","62","49","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-07","0.00","64","46","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-08","0.00","66","40","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-09","0.75","63","44","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-10","0.10","67","52","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-11","0.00","66","51","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-12","0.00","70","48","59",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-13","0.00","70","43","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-14","0.00","83","43","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-15","0.00","76","46","61",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-16","0.00","60","43","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-17","0.40","58","47","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-18","0.00","67","42","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-19","0.00","69","40","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-20","0.00","72","40","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-21","0.00","66","40","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-22","0.00","69","36","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-23","0.00","68","40","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-24","0.00","66","39","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-25","0.00","59","51","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-26","0.00","61","52","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-27","0.00","63","51","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-28","0.00","65","43","54",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-29","0.00","67","47","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-04-30","0.00","73","40","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-01",,"74","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-02",,"79","34",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-03",,"74","48",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-04",,"69","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-05",,"79","42",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-06",,"75","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-07",,"75","43",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-08",,"84","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-09",,"83","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-10",,"83","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-11",,,"41",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-12",,"78","41",,,,,,,"    1",,,
"USC00047916","SANTA CRUZ, CA US","1923-05-13",,"69","44",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-14",,"68","43",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-15",,"61","49",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-16",,"70","52",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-17",,"67","51",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-18",,"69","39",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-19",,"72","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-20",,"67","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-21",,"65","51",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-22",,"79","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-23",,"79","44",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-24",,"72","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-25",,"68","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-26",,"79","39",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-27",,"76","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-28",,"75","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-29",,"73","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-30",,"67","38",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-05-31",,"72","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-01","0.00","68","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-02","0.00","73","43",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-03","0.00","65","44",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-04","0.00","64","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-05","0.00","64","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-06","0.00","65","53",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-07","0.00","67","53",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-08","0.00","75","54",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-09","0.00","79","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-10","0.00","75","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-11","0.00","74","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-12","0.00","75","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-13","0.00","79","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-14","0.00","64","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-15","0.10","67","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-16","0.00","66","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-17","0.00","68","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-18","0.00","77","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-19","0.00","66","53",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-20","0.00","70","53",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-21","0.00","71","51",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-22","0.50","66","41",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-23","0.00","70","54",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-24","0.00","79","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-25","0.00","75","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-26","0.00","75","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-27","0.00","85","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-28","0.00","80","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-29","0.00","77","49",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-06-30","0.00",,,,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-01",,"79","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-02",,"87","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-03",,"80","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-04",,"78","48",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-05",,"74","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-06",,"80","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-07",,"70","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-08",,"75","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-09",,"70","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-10",,"79","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-11",,"77","43",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-12",,"72","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-13",,"73","48",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-14",,"77","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-15",,"72","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-16",,"75","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-17",,"85","49",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-18",,"84","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-19",,"80","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-20",,"85","48",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-21",,"80","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-22",,"82","48",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-23",,"78","48",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-24",,"76","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-25",,"80","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-26",,"78","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-27",,"86","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-28",,"76","53",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-29",,"73","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-30",,"73","56",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-07-31",,"70","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-01",,"76","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-02",,"77","52",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-03",,"81","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-04",,"78","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-05",,"74","52",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-06",,"76","48",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-07",,"73","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-08",,"80","48",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-09",,"79","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-10",,"75","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-11",,"79","47",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-12",,"73","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-13",,"78","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-14",,"78","52",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-15",,"80","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-16",,"77","49",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-17",,"85","49",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-18",,"84","52",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-19",,"83","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-20",,"84","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-21",,"84","53",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-22",,"88","52",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-23",,"85","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-24",,"75","51",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-25",,"76","53",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-26",,"68","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-27",,"69","57",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-28",,"72","60",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-29",,"74","61",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-30",,"76","58",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-08-31",,"74","56",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-01","0.00","71","54",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-02","0.00","75","52",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-03","0.00","75","52",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-04","0.00","83","54",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-05","0.00","92","54",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-06","0.00","92","53",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-07","0.00","90","53",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-08","0.00","82","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-09","0.00","78","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-10","0.00","73","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-11","0.00","66","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-12","0.00","74","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-13","0.00","74","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-14","0.00","67","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-15","0.00","68","56",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-16","0.00","78","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-17","0.00","73","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-18","0.00","75","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-19","0.00","75","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-20","0.00","74","54",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-21","0.15","74","54",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-22","0.00","70","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-23","0.00","73","51",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-24","0.15","69","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-25","0.35","65","55",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-26","0.00","72","44",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-27","0.00","75","44",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-28","0.00","82","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-29","0.00","86","49",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-09-30","0.00","78","51",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-01",,"62","57",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-02",,"71","52",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-03",,"74","54",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-04",,"75","51",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-05","0.10","73","46",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-06","0.15","74","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-07",,"67","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-08",,"69","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-09",,"67","49",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-10",,"75","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-11",,"74","48",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-12",,"75","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-13",,"85","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-14",,"76","44",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-15",,"75","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-16",,"75","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-17",,"76","41",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-18",,"82","45",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-19",,"90","50",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-20",,"83","51",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-21",,"66","49",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-22",,"73","42",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-23",,"71","36",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-24",,"75","36",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-25",,"77","41",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-26",,"78","41",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-27",,"70","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-28",,"67","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-29",,"67","43",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-30",,"61","41",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-10-31",,"66","40",,,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-01","0.00","67","39","53",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-02","0.00","64","39","52",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-03","0.00","70","40","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-04","0.00","80","40","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-05","0.00","82","43","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-06","0.00","82","44","63",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-07","0.00","75","45","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-08","0.20","63","50","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-09","0.00","69","45","57",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-10","0.00","67","44","56",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-11","0.00","66","44","55",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-12","0.00","73","46","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-13","0.00","70","50","60",,,,,,,,,
"USC00047916","SANTA CRUZ, CA US","1923-11-14","0.00","70","47","59",,,,,,,,,
